date,symbol,opening_price,highest_price,lowest_price,closing_price,trading_volume,adjusting_factor
2015-09-29,BHPB.L,910.517055,938.166264,906.703371,933.3991589999999,14268302.0,1
2015-09-30,BHPB.L,956.281263,960.5716575,939.2150270999999,958.188105,10956124.0,1
2015-10-01,BHPB.L,973.9195515,994.418103,970.582578,981.070209,11862619.0,1
2015-10-02,BHPB.L,982.5003405,998.7084974999999,966.7688939999999,993.464682,7784698.0,1
2015-10-05,BHPB.L,1029.69468,1031.6015220000004,999.185208,1015.393365,10582010.0,1
2015-10-06,BHPB.L,1026.834417,1031.8875483,1003.4756025,1010.1495494999999,12220352.0,1
2015-10-07,BHPB.L,1048.7631,1084.993098,1037.322048,1056.390468,23595858.0,1
2015-10-08,BHPB.L,1057.8205994999996,1095.9574395,1047.3329685,1091.667045,10668440.0,1
2015-10-09,BHPB.L,1112.6423069999996,1144.1052,1110.735465,1138.8613845,13021212.0,1
2015-10-12,BHPB.L,1130.757306,1147.4421734999999,1116.9327015,1122.6532275,10086841.0,1
2015-10-13,BHPB.L,1113.595728,1117.8861225,1090.713624,1108.3519125,7893192.0,1
2015-10-14,BHPB.L,1094.527308,1121.6998065,1084.039677,1098.8177025,9910596.0,1
2015-10-15,BHPB.L,1110.2587545,1125.9902009999996,1090.2369135,1091.667045,7885100.0,1
2015-10-16,BHPB.L,1100.247834,1101.6779655,1074.505467,1076.8890195,7190798.0,1
2015-10-19,BHPB.L,1073.552046,1075.458888,1041.6124425,1044.949416,6283072.0,1
2015-10-20,BHPB.L,1038.275469,1045.9028369999999,1018.7303385,1042.089153,7001137.0,1
2015-10-21,BHPB.L,1043.995995,1063.8555637457996,1024.4508644999999,1045.4261265,9350534.0,1
2015-10-22,BHPB.L,1046.856258,1074.505467,1032.5549429999999,1064.4945465,8833312.0,1
2015-10-23,BHPB.L,1071.645204,1110.2587545,1060.6808625,1087.3766505,10361511.0,1
2015-10-26,BHPB.L,1081.6561244999998,1098.8177025,1069.2616515,1078.319151,5748710.0,1
2015-10-27,BHPB.L,1070.2150725,1070.2150725,1038.7521795,1040.182311,8813783.0,1
2015-10-28,BHPB.L,1024.927575,1050.1932315,1007.2892865,1045.9028369999999,9416396.0,1
2015-10-29,BHPB.L,1015.393365,1017.300207,988.6975769999999,1003.952313,11408090.0,1
2015-10-30,BHPB.L,1000.1386289999999,1017.7769175,989.650998,992.0345505000001,8636533.0,1
2015-11-02,BHPB.L,982.02363,994.8948134999999,972.48942,978.209946,7234449.0,1
2015-11-03,BHPB.L,991.55784,1010.1495494999999,974.26278306,1009.1961285,7677514.0,1
2015-11-04,BHPB.L,1079.25350358,1079.25350358,1018.7303385,1019.6837595,10116754.0,1
2015-11-05,BHPB.L,1017.300207,1017.300207,976.7798144999999,985.837314,8717740.0,1
2015-11-06,BHPB.L,943.88679,957.7113945,908.8962392999999,929.585475,24618774.0,1
2015-11-09,BHPB.L,920.051265,947.4144477,905.3685816,908.0381604,13398162.0,1
2015-11-10,BHPB.L,904.9872132000003,913.2675792429,879.4355304,902.4129765,14405415.0,1
2015-11-11,BHPB.L,899.3620292999999,905.1778973999999,875.0497937999999,880.6749777000001,9764632.0,1
2015-11-12,BHPB.L,886.5861878999997,889.7324772000003,836.4362432999999,836.4362432999999,17001139.0,1
2015-11-13,BHPB.L,840.6312957,865.8969522,836.7222696,842.2521114,14184804.0,1
2015-11-16,BHPB.L,839.0104799999997,873.7150044,831.5737962000003,836.8176117,8859418.0,1
2015-11-17,BHPB.L,850.2608478,862.4646366000002,831.2877699000002,836.2455591,9951726.0,1
2015-11-18,BHPB.L,824.9951912999999,850.8329004000002,812.7914025,839.6778747000003,10434249.0,1
2015-11-19,BHPB.L,856.4580842999999,873.333636,842.0614272,847.3052427000001,13333194.0,1
2015-11-20,BHPB.L,851.5956372000003,863.5133997000003,841.6800587999999,844.2542955,8905346.0,1
2015-11-23,BHPB.L,820.0374021,848.5446900000002,812.7914025,830.7157172999997,9813747.0,1
2015-11-24,BHPB.L,826.0439544,845.8751112,812.3146919999997,835.0061117999999,12830536.0,1
2015-11-25,BHPB.L,839.0104799999997,840.917322,813.1727708999997,813.7448234999997,14842294.0,1
2015-11-26,BHPB.L,799.2528242999997,812.3146919999997,787.0490355000002,794.3903772000001,11410007.0,1
2015-11-27,BHPB.L,784.665483,787.0490355000002,760.3532475,769.9827996,12979995.0,1
2015-11-30,BHPB.L,765.5970629999997,767.5039049999997,719.832855,759.7811949,20596569.0,1
2015-12-01,BHPB.L,768.457326,781.5191937000002,766.550484,774.8452467,12016981.0,1
2015-12-02,BHPB.L,776.084694,789.5279300999997,767.3132208,776.4660623999997,9520502.0,1
2015-12-03,BHPB.L,771.317589,772.6523784,747.7680902999997,750.7236954,13987897.0,1
2015-12-04,BHPB.L,749.3889059999998,765.5970629999997,741.3801696,751.0097217,13573190.0,1
2015-12-07,BHPB.L,752.3445111000002,753.5839583999997,726.6021441,729.5577492000001,7898545.0,1
2015-12-08,BHPB.L,710.3939871,716.607431757,682.0773833999998,689.1326988,14527873.0,1
2015-12-09,BHPB.L,710.298645,725.553381,679.8845151,714.4936974,17557108.0,1
2015-12-10,BHPB.L,711.3474080999997,728.4136440000002,694.3765142999997,699.0482772,13462193.0,1
2015-12-11,BHPB.L,697.4274614999997,708.391803,654.1421481000001,661.8648582000002,14554349.0,1
2015-12-14,BHPB.L,661.1974635,670.254963,634.6923597,638.1246752999998,12612536.0,1
2015-12-15,BHPB.L,652.8073587,664.3437528,648.0402537,654.9048849,12727791.0,1
2015-12-16,BHPB.L,667.3947,684.0795674999998,651.8284146198299,670.0642787999999,12837319.0,1
2015-12-17,BHPB.L,679.5031467,688.6559882999999,665.2018317000002,667.3947,13055917.0,1
2015-12-18,BHPB.L,663.2949897000002,685.9864094999998,662.7229371000002,683.7935412,16872934.0,1
2015-12-21,BHPB.L,685.9864094999998,709.6312502999997,682.3634097,683.3168307,10145609.0,1
2015-12-22,BHPB.L,690.276804,695.5206195000002,682.9354622999998,694.0904879999997,7499520.0,1
2015-12-23,BHPB.L,710.2033028999997,745.4798798999999,710.2033028999997,741.8568801,11807632.0,1
2015-12-24,BHPB.L,750.1516427999999,757.969695,735.6596436000002,740.3314065000002,1688523.0,1
2015-12-29,BHPB.L,740.9988012,746.0519325,728.0322756,739.6640117999997,8208078.0,1
2015-12-30,BHPB.L,735.087591,736.6130646,719.1964464824997,725.1720126,6076258.0,1
2015-12-31,BHPB.L,726.506802,726.506802,715.2564342000003,724.59996,1877849.0,1
2016-01-04,BHPB.L,715.06575,715.5424605000002,692.7556986000002,701.717856,11139011.0,1
2016-01-05,BHPB.L,718.9747761,728.4136440000002,699.4296456000002,711.252066,9266042.0,1
2016-01-06,BHPB.L,695.9973299999997,695.9973299999997,661.3881477000001,676.3568574,14733307.0,1
2016-01-07,BHPB.L,643.559175,648.1355957999998,631.1647019999998,642.3197277,19380109.0,1
2016-01-08,BHPB.L,646.2287537999998,659.3859636,621.7258341,621.7258341,11714634.0,1
2016-01-11,BHPB.L,615.3379133999998,629.1625178999999,604.5642561000002,606.4710981000002,12779654.0,1
2016-01-12,BHPB.L,590.167599,618.5795447999999,580.7287311000001,589.1188358999998,19974977.0,1
2016-01-13,BHPB.L,595.2207302999999,610.4754662999999,585.5911782000002,590.7396516,17159710.0,1
2016-01-14,BHPB.L,596.841546,633.3575702999998,589.5955464,626.397597,21476857.0,1
2016-01-15,BHPB.L,610.18944,615.6239397,579.1079153999998,586.353915,19258317.0,1
2016-01-18,BHPB.L,587.2119938999998,596.1741513,573.6734157000002,580.4427047999999,12922711.0,1
2016-01-19,BHPB.L,596.841546,618.4842027000002,590.3582832000002,597.8903091,14412789.0,1
2016-01-20,BHPB.L,571.9572579,572.0526,544.9754436000002,553.8422588999998,19422116.0,1
2016-01-21,BHPB.L,564.4252319999998,622.4885708999999,557.7512849999998,612.8590188,25343370.0,1
2016-01-22,BHPB.L,635.5504386,645.6567012,611.3335452,618.6748868999998,19298834.0,1
2016-01-25,BHPB.L,627.351018,627.351018,597.9856512,609.9987557999998,12280326.0,1
2016-01-26,BHPB.L,595.888125,637.8386489999998,587.3073360000002,634.5016754999998,16200722.0,1
2016-01-27,BHPB.L,629.2578599999998,638.6967278999998,605.8037033999999,638.6967278999998,16790812.0,1
2016-01-28,BHPB.L,633.8342807999999,670.8270156000002,628.0184127,647.9449116000002,18722155.0,1
2016-01-29,BHPB.L,657.86049,662.6275949999998,620.9630973,644.8939644,14413043.0,1
2016-02-01,BHPB.L,650.3284641,654.2374902,628.7811495,646.5147801,11186467.0,1
2016-02-02,BHPB.L,633.071544,633.071544,591.8837567999999,602.9434404,15062263.0,1
2016-02-03,BHPB.L,597.4135986,616.5773607000001,590.7396516,613.2403872000001,16832158.0,1
2016-02-04,BHPB.L,638.9827542,693.6137775000002,637.5526227000001,679.4078046,19362101.0,1
2016-02-05,BHPB.L,668.5388052000002,691.7069355000001,656.2396742999998,676.1661732000001,15876470.0,1
2016-02-08,BHPB.L,681.4099887,695.9973299999997,655.7629638,674.5453575,12939727.0,1
2016-02-09,BHPB.L,671.208384,674.5453575,625.2534917999999,635.0737281,13609583.0,1
2016-02-10,BHPB.L,643.559175,646.9914906,613.9077818999998,623.3466497999998,15597914.0,1
2016-02-11,BHPB.L,610.18944,616.5773607000001,579.2032575000002,604.5642561000002,10678942.0,1
2016-02-12,BHPB.L,610.5708083999998,665.0111475,610.5708083999998,664.1530686000001,15960978.0,1
2016-02-15,BHPB.L,682.3634097,684.556278,654.8095427999998,661.2928056,11521329.0,1
2016-02-16,BHPB.L,689.6094092999997,700.7644349999997,648.2309379,660.7207530000002,16074796.0,1
2016-02-17,BHPB.L,665.5832001,709.0591977000001,658.9092531,708.391803,15472654.0,1
2016-02-18,BHPB.L,714.1123289999997,721.5490127999999,686.7491462999999,704.1014084999997,15196688.0,1
2016-02-19,BHPB.L,698.4762246,705.8175663,689.8000935,698.2855404000002,14808881.0,1
2016-02-22,BHPB.L,719.832855,763.7855631,719.832855,757.969695,12420362.0,1
2016-02-23,BHPB.L,738.9012749999997,738.9012749999997,702.0992243999997,712.1101448999997,19047898.0,1
2016-02-24,BHPB.L,694.0904879999997,694.0904879999997,647.372859,652.4259903,20274325.0,1
2016-02-25,BHPB.L,668.348121,675.7848048,651.4725692999998,657.7651479,13287514.0,1
2016-02-26,BHPB.L,667.3947,691.1348829,663.6763581,682.7447781000002,14157593.0,1
2016-02-29,BHPB.L,670.254963,698.0376509399997,663.0089634,694.0904879999997,12721877.0,1
2016-03-01,BHPB.L,693.9951458999999,722.7884601,691.230225,705.9129084,12204444.0,1
2016-03-02,BHPB.L,738.9012749999997,747.4820639999997,716.1173733630002,742.1429063999999,18768066.0,1
2016-03-03,BHPB.L,762.7368,777.1334571000001,747.3867219,758.2557212999999,20317907.0,1
2016-03-04,BHPB.L,773.224431,828.2368227000003,772.8430625999997,827.3787437999997,21732713.0,1
2016-03-07,BHPB.L,825.0905333999997,864.4668207000002,800.3969294999997,855.9813737999997,21921949.0,1
2016-03-08,BHPB.L,813.268113,821.6582177999999,776.4660623999997,783.1400093999997,20104572.0,1
2016-03-09,BHPB.L,775.5126413999999,795.9158507999997,760.9253001000002,792.4835352000001,12924104.0,1
2016-03-10,BHPB.L,778.3729043999997,793.5322982999999,752.3445111000002,753.1072479,14729251.0,1
2016-03-11,BHPB.L,768.457326,780.0890622000003,747.3867219,777.8008517999997,11517101.0,1
2016-03-14,BHPB.L,781.80522,807.8336132999997,768.457326,778.1822202000002,10360163.0,1
2016-03-15,BHPB.L,744.1450904999997,744.1450904999997,721.739697,727.2695388,12275868.0,1
2016-03-16,BHPB.L,732.2273279999997,742.714959,721.4536707000002,727.8415914,10437719.0,1
2016-03-17,BHPB.L,770.364168,788.9558774999997,767.9806155,783.7120620000002,16078511.0,1
2016-03-18,BHPB.L,795.0577718999997,814.6982445,782.9493252000002,792.0068247,15884315.0,1
2016-03-21,BHPB.L,784.8561672000002,800.5876137,774.7499046,781.3285095,9439776.0,1
2016-03-22,BHPB.L,775.5126413999999,786.3816407999999,766.6458261,778.6589307,8355479.0,1
2016-03-23,BHPB.L,777.5148254999997,785.0468513999997,750.9143796,758.4464055,8974279.0,1
2016-03-24,BHPB.L,748.435485,749.1028797,724.7906442000002,742.1429063999999,7937799.0,1
2016-03-29,BHPB.L,742.3335906000002,747.0053535000002,707.6290662,715.06575,11543314.0,1
2016-03-30,BHPB.L,727.5555651000002,767.5039049999997,727.5555651000002,756.6349056,11858426.0,1
2016-03-31,BHPB.L,742.714959,762.2600894999997,725.6487231000001,746.3379587999997,12929278.0,1
2016-04-01,BHPB.L,738.6152487,756.9209318999997,722.5024338,736.4223804,10722118.0,1
2016-04-04,BHPB.L,747.2913798,747.4820639999997,731.273907,733.8481437,8782759.0,1
2016-04-05,BHPB.L,714.1123289999997,735.05898837,690.276804,700.2877245,11105922.0,1
2016-04-06,BHPB.L,701.8008036269998,718.4980656,681.4099887,698.5715667000003,12503467.0,1
2016-04-07,BHPB.L,722.5977759,726.7928282999999,690.7535144999997,693.6137775000002,13134860.0,1
2016-04-08,BHPB.L,707.4383819999997,728.1276177,697.7134877999997,725.0766705,10223234.0,1
2016-04-11,BHPB.L,722.5977759,747.2913798,715.2564342000003,741.9522222,8155085.0,1
2016-04-12,BHPB.L,747.1960377,773.5104572999999,744.7548032295,770.9362206000002,12323426.0,1
2016-04-13,BHPB.L,794.0090088,841.6800587999999,790.4813511,841.6800587999999,19704313.0,1
2016-04-14,BHPB.L,843.5869008,871.426794,828.6181911,856.6487685000002,20531795.0,1
2016-04-15,BHPB.L,863.3227155,873.2382938999997,843.6822428999999,858.0789,16822078.0,1
2016-04-18,BHPB.L,839.0104799999997,873.9056886,818.5119285000002,873.7150044,13353541.0,1
2016-04-19,BHPB.L,905.74995,920.6233176,875.5265042999997,919.5745545,15158466.0,1
2016-04-20,BHPB.L,915.6655284,955.327842,909.7543182000001,950.560737,18548092.0,1
2016-04-21,BHPB.L,962.95521,982.5003405,926.77288305,941.7892638,22821586.0,1
2016-04-22,BHPB.L,930.5388960000001,946.8423951,922.3394754,941.5985796,13415878.0,1
2016-04-25,BHPB.L,936.8314746,937.4035272,880.3889514,886.9675563,15374792.0,1
2016-04-26,BHPB.L,882.9631881000001,896.5017662999999,870.4733729999997,883.6305828,12727119.0,1
2016-04-27,BHPB.L,872.380215,890.4313347929999,861.9879261,883.0585302000003,11005559.0,1
2016-04-28,BHPB.L,891.448635,919.6616971794,890.0185035000002,901.6502397,15151651.0,1
2016-04-29,BHPB.L,893.8321874999997,903.9384501,876.2892411,889.6371351,14173503.0,1
2016-05-03,BHPB.L,874.0963727999997,879.75015933,826.9973753999999,834.5294012999999,14828086.0,1
2016-05-04,BHPB.L,800.87364,807.4522449,770.7455364,786.3816407999999,18599228.0,1
2016-05-05,BHPB.L,793.9136667,811.361271,774.2240929185001,792.3881931,9736702.0,1
2016-05-06,BHPB.L,779.898378,809.7404552999999,768.2666417999999,805.3547187,10687041.0,1
2016-05-09,BHPB.L,791.33943,791.33943,751.295748,756.3488792999997,20548166.0,1
2016-05-10,BHPB.L,762.5461157999997,779.898378,751.2004059,777.0381150000002,12680461.0,1
2016-05-11,BHPB.L,780.6611148,803.6385608999999,779.898378,797.7273507,9961907.0,1
2016-05-12,BHPB.L,786.9536933999997,798.2040612000002,760.2579053999997,769.6967732999997,12185119.0,1
2016-05-13,BHPB.L,761.3066685,787.2397197,756.9632637924001,784.4747987999997,8451081.0,1
2016-05-16,BHPB.L,781.80522,814.6982445,779.6123517000002,800.87364,7007893.0,1
2016-05-17,BHPB.L,813.268113,833.3852961,795.7251666,821.2768494,10730428.0,1
2016-05-18,BHPB.L,810.3125078999999,812.2193499,784.4747987999997,804.1152714,11287857.0,1
2016-05-19,BHPB.L,776.9427728999997,779.2309832999997,757.0162740000002,776.7520887000003,13198520.0,1
2016-05-20,BHPB.L,785.6189039999997,801.3503505,776.1800360999997,779.8030358999997,7328440.0,1
2016-05-23,BHPB.L,771.9849837,776.2753782000002,756.062853,773.6057993999997,7916892.0,1
2016-05-24,BHPB.L,767.5992471,791.33943,763.3088526,778.6589307,7025316.0,1
2016-05-25,BHPB.L,790.386009,803.1618503999997,777.991536,798.2040612000002,7133436.0,1
2016-05-26,BHPB.L,814.221534,837.1036379999997,805.6407449999997,812.1240078,10393109.0,1
2016-05-27,BHPB.L,813.9355077,825.5672438999999,793.8183246,801.1596662999997,8475283.0,1
2016-05-31,BHPB.L,800.87364,803.7339029999997,778.4682465,784.665483,11408800.0,1
2016-06-01,BHPB.L,777.991536,777.991536,749.7702744,769.5060890999997,11577985.0,1
2016-06-02,BHPB.L,772.6523784,779.8030358999997,760.7346159,768.0759576,8531481.0,1
2016-06-03,BHPB.L,778.0868781,798.013377,775.9893519,794.7717456,9962851.0,1
2016-06-06,BHPB.L,814.8889287000003,850.6422162,814.8889287000003,844.5403217999999,12417380.0,1
2016-06-07,BHPB.L,851.8816635,870.2826888000002,836.7222696,838.9151379000001,8877453.0,1
2016-06-08,BHPB.L,836.7222696,869.8059782999999,834.7200855000002,859.0323209999997,8612318.0,1
2016-06-09,BHPB.L,858.0789,864.4668207000002,817.9398759,820.0374021,9519569.0,1
2016-06-10,BHPB.L,810.4078499999997,817.7491917,783.0446672999999,788.7651933,12790681.0,1
2016-06-13,BHPB.L,775.2266151,789.0512196000002,775.2266151,785.0468513999997,8654780.0,1
2016-06-14,BHPB.L,776.6567466,783.7120620000002,751.5817742999999,752.9165637,12991062.0,1
2016-06-15,BHPB.L,767.2178787,792.4835352000001,762.3554316000002,783.7120620000002,13685800.0,1
2016-06-16,BHPB.L,769.2200627999997,776.3707202999999,753.9653268,769.410747,11067540.0,1
2016-06-17,BHPB.L,776.5614045,799.5388506,770.9362206000002,792.1021668,12851823.0,1
2016-06-20,BHPB.L,815.174955,817.0817969999997,768.80055756,812.6007182999997,9941376.0,1
2016-06-21,BHPB.L,802.4944557,812.6960604,791.33943,808.2149817000003,7882886.0,1
2016-06-22,BHPB.L,815.3656392000001,822.9930072000002,805.5454029,814.0308497999997,8434413.0,1
2016-06-23,BHPB.L,815.6516654999997,837.2943222,810.3125078999999,829.9529805,5648022.0,1
2016-06-24,BHPB.L,796.106535,832.9085856,756.4442214,816.4144022999999,17678912.0,1
2016-06-27,BHPB.L,819.0839811000002,829.47627,799.4435085,802.6851399,13860627.0,1
2016-06-28,BHPB.L,825.8532702,851.404953,823.1836913999997,838.1524011,11221044.0,1
2016-06-29,BHPB.L,850.2608478,870.9500835000001,849.0648764975999,867.9944783999997,11364631.0,1
2016-06-30,BHPB.L,864.7528470000002,899.1550416009,848.5446900000002,898.8853187999997,13493627.0,1
2016-07-01,BHPB.L,900.4107924000001,903.843108,874.9544517,896.21574,10527639.0,1
2016-07-04,BHPB.L,917.1910019999999,928.0600014,905.6546079,907.8474762,6228170.0,1
2016-07-05,BHPB.L,910.517055,914.5214232,883.1538722999999,891.8300033999999,10215562.0,1
2016-07-06,BHPB.L,891.0672666000003,914.7121073999999,864.9435312,888.9697403999999,11290563.0,1
2016-07-07,BHPB.L,910.9937655,927.4879488,896.7877926000001,898.2179241,8538963.0,1
2016-07-08,BHPB.L,904.796529,921.3860543999999,895.5483452999997,916.6189493999999,10227778.0,1
2016-07-11,BHPB.L,931.492317,953.2303158,926.2485015,946.1750004,7128599.0,1
2016-07-12,BHPB.L,946.0796582999999,960.6695738367,936.6407903999999,956.7579734999999,9596882.0,1
2016-07-13,BHPB.L,959.141526,991.0811295,950.8467632999999,951.2281317,10630196.0,1
2016-07-14,BHPB.L,964.862052,981.5469195,941.979948,956.7579734999999,6955111.0,1
2016-07-15,BHPB.L,948.8445792,956.281263,932.1597117,950.0840265,6963595.0,1
2016-07-18,BHPB.L,932.7317642999999,936.7361324999999,920.4326334,931.3016328,12789135.0,1
2016-07-19,BHPB.L,920.5279755000001,924.7230278999999,896.4064242000003,904.3198185,7950334.0,1
2016-07-20,BHPB.L,895.2623189999997,900.982845,861.3205313999997,883.2492143999997,10174059.0,1
2016-07-21,BHPB.L,900.4107924000001,909.6589761,881.2470302999999,895.4530032,9095481.0,1
2016-07-22,BHPB.L,892.3067139000002,897.3598452,865.5155838,881.7237408,5580154.0,1
2016-07-25,BHPB.L,890.6858982000001,900.8875029,870.1873467,878.1960831,5882189.0,1
2016-07-26,BHPB.L,891.3532928999997,907.9428183,886.1094774000002,906.703371,7106704.0,1
2016-07-27,BHPB.L,921.004686,938.6429744999999,915.7608705,919.3838703,7351350.0,1
2016-07-28,BHPB.L,922.0534491,938.3569482,891.4017266868,916.237581,9031393.0,1
2016-07-29,BHPB.L,911.470476,911.6611602,892.4973980999997,900.6968187000001,11195481.0,1
2016-08-01,BHPB.L,915.2841599999999,936.8314746,900.3917239799997,918.4304493,7730000.0,1
2016-08-02,BHPB.L,900.0294240000002,909.8496603,889.0650824999999,893.7368454,9392781.0,1
2016-08-03,BHPB.L,896.5971083999997,908.8962392999999,886.3955037000003,904.4151606,7679155.0,1
2016-08-04,BHPB.L,905.74995,938.7383166,896.21574,937.1175009,13803633.0,1
2016-08-05,BHPB.L,953.421,976.7798144999999,948.6538949999999,966.7688939999999,13939356.0,1
2016-08-08,BHPB.L,973.9195515,1005.1626809595,971.535999,998.7084974999999,11440363.0,1
2016-08-09,BHPB.L,993.464682,1002.546513757341,983.930472,1000.6153395,5739205.0,1
2016-08-10,BHPB.L,985.837314,1005.859155,983.930472,990.1277085,5762526.0,1
2016-08-11,BHPB.L,985.3606035,1006.3358655,972.036545025,1006.3358655,9382090.0,1
2016-08-12,BHPB.L,1006.8125759999999,1019.207049,983.4537615,991.55784,9160758.0,1
2016-08-15,BHPB.L,986.3140245,998.2317869999999,974.396262,993.9413925,5005643.0,1
2016-08-16,BHPB.L,972.48942,1036.368627,967.722315,1000.6153395,10915806.0,1
2016-08-17,BHPB.L,1008.719418,1024.927575,986.7907349999999,997.278366,7535503.0,1
2016-08-18,BHPB.L,1009.672839,1026.3577065,1009.672839,1024.927575,7246248.0,1
2016-08-19,BHPB.L,1018.2536279999999,1023.974154,998.2317869999999,1003.952313,6069763.0,1
2016-08-22,BHPB.L,996.324945,996.324945,972.0127095,984.883893,6261036.0,1
2016-08-23,BHPB.L,1001.09205,1029.69468,1001.09205,1028.2645485,8330246.0,1
2016-08-24,BHPB.L,1022.5440225,1062.220239838443,1000.1386289999999,1002.998892,6825934.0,1
2016-08-25,BHPB.L,991.55784,1002.0454710000001,981.5469195,998.2317869999999,5315034.0,1
2016-08-26,BHPB.L,1001.09205,1032.5549429999999,993.7919914293,1029.69468,6740945.0,1
2016-08-30,BHPB.L,1002.998892,1011.84663888,989.650998,992.0345505000001,8396610.0,1
2016-08-31,BHPB.L,970.582578,977.4240410697,940.7405007,943.7914479,14569509.0,1
2016-09-01,BHPB.L,939.119685,948.7492371,912.5192391,929.6808171,10098717.0,1
2016-09-02,BHPB.L,931.5876591,954.374421,923.3882384999999,949.1306055,11569601.0,1
2016-09-05,BHPB.L,957.7113945,975.349683,951.0374475,957.234684,8708053.0,1
2016-09-06,BHPB.L,961.048368,970.1058675,943.4100794999999,950.6560791000002,6907596.0,1
2016-09-07,BHPB.L,955.8045525,961.048368,941.026527,952.467579,8714710.0,1
2016-09-08,BHPB.L,954.374421,971.535999,953.421,968.1990255,7634713.0,1
2016-09-09,BHPB.L,973.442841,979.6400775,962.4784995,970.1058675,11089474.0,1
2016-09-12,BHPB.L,934.35258,945.0308952,915.3795021,944.840211,12173309.0,1
2016-09-13,BHPB.L,939.119685,946.3656846,922.2441332999998,923.0068701,16318980.0,1
2016-09-14,BHPB.L,930.2528697,952.2768947999999,924.7230278999999,935.5920273,12325708.0,1
2016-09-15,BHPB.L,933.9712116,956.7579734999999,927.678633,955.327842,10240700.0,1
2016-09-16,BHPB.L,953.1349737,957.7113945,936.259422,940.1684481,12911685.0,1
2016-09-19,BHPB.L,958.188105,976.303104,955.327842,974.8729725,7976115.0,1
2016-09-20,BHPB.L,981.070209,1000.1386289999999,977.256525,984.4071825,11109915.0,1
2016-09-21,BHPB.L,992.0345505000001,1006.8125759999999,983.930472,1002.0454710000001,7610553.0,1
2016-09-22,BHPB.L,1048.7631,1058.29731,1033.508364,1043.5192845,11777804.0,1
2016-09-23,BHPB.L,1026.834417,1054.0069154999999,1021.5906015,1046.856258,8330476.0,1
2016-09-26,BHPB.L,1036.368627,1047.3329685,1030.1713905,1042.5658635,8159318.0,1
2016-09-27,BHPB.L,1050.669942,1052.1000735,1020.6371805,1027.3111275,10188415.0,1
2016-09-28,BHPB.L,1037.322048,1058.29731,1037.322048,1045.9028369999999,9196561.0,1
2016-09-29,BHPB.L,1096.43415,1113.595728,1087.3766505,1113.595728,17353418.0,1
2016-09-30,BHPB.L,1091.667045,1114.549149,1079.7492825,1108.3519125,13449460.0,1
2016-10-03,BHPB.L,1108.3519125,1136.2478668548,1105.4916495,1127.897043,8774455.0,1
2016-10-04,BHPB.L,1134.57099,1160.313357,1130.757306,1145.058621,14833989.0,1
2016-10-05,BHPB.L,1132.664148,1148.3955945,1122.4612085106,1147.918884,10283573.0,1
2016-10-06,BHPB.L,1148.3955945,1157.453094,1135.5244109999999,1146.012042,8686168.0,1
2016-10-07,BHPB.L,1167.940725,1196.543355,1165.080462,1175.0913825,9095392.0,1
2016-10-10,BHPB.L,1185.102303,1210.84467,1180.335198,1207.984407,7851916.0,1
2016-10-11,BHPB.L,1204.6474335,1219.9021695,1181.288619,1181.288619,12892685.0,1
2016-10-12,BHPB.L,1185.102303,1189.869408,1161.266778,1180.8119084999996,10467277.0,1
2016-10-13,BHPB.L,1129.3271745,1143.6284895,1117.4217111309,1128.850464,14270088.0,1
2016-10-14,BHPB.L,1161.266778,1167.4640144999996,1127.5748820441001,1152.2092785,10591826.0,1
2016-10-17,BHPB.L,1145.5353315,1159.796602818,1133.617569,1137.9079635,9940208.0,1
2016-10-18,BHPB.L,1153.63941,1170.8009880000004,1152.2092785,1155.5462519999999,8245874.0,1
2016-10-19,BHPB.L,1155.0695415,1164.127041,1142.6750685,1161.266778,8631981.0,1
2016-10-20,BHPB.L,1168.4174355,1176.0448035,1146.965463,1159.8366465,7155785.0,1
2016-10-21,BHPB.L,1165.5571725,1173.661251,1156.499673,1164.127041,7100442.0,1
2016-10-24,BHPB.L,1177.474935,1194.1598024999996,1164.3437059222501,1166.987304,7481323.0,1
2016-10-25,BHPB.L,1182.24204,1204.6474335,1181.288619,1202.263881,10177740.0,1
2016-10-26,BHPB.L,1187.009145,1187.009145,1170.8009880000004,1182.24204,9679996.0,1
2016-10-27,BHPB.L,1169.847567,1172.70783,1150.3024365,1170.3242775,9440011.0,1
2016-10-28,BHPB.L,1176.9982244999999,1177.71329025,1152.685989,1175.5680929999999,10693788.0,1
2016-10-31,BHPB.L,1182.24204,1189.869408,1165.5571725,1176.9982244999999,7247849.0,1
2016-11-01,BHPB.L,1183.6721714999999,1201.31046,1162.6969095000004,1166.033883,9079747.0,1
2016-11-02,BHPB.L,1152.685989,1171.286807484234,1141.6492828460996,1155.0695415,7912444.0,1
2016-11-03,BHPB.L,1146.4887525,1157.453094,1129.803885,1131.710727,8707098.0,1
2016-11-04,BHPB.L,1124.083359,1124.083359,1095.4807289999999,1111.688886,8696566.0,1
2016-11-07,BHPB.L,1158.406515,1166.033883,1146.965463,1164.6037515,8980295.0,1
2016-11-08,BHPB.L,1170.8009880000004,1223.239143,1168.894146,1219.425459,10703857.0,1
2016-11-09,BHPB.L,1182.24204,1275.6772979999996,1173.1845405,1275.6772979999996,24470038.0,1
2016-11-10,BHPB.L,1290.4553234999996,1330.975716,1258.0390095,1274.723877,20371574.0,1
